generation,species,id,fitness,flies_eaten,final_state,wall_gene,food_gene,snake_gene,grass_gene,water_gene
0,frog,0,-679.4,0,wall,0.9441006581836595,-0.7240432329504269,0.43229437032299667,0.6043797682673051,-0.969592484973909
0,frog,1,1889.824192047884,7,success,-0.6879979090662032,0.4632747035665947,-0.04102622196769112,0.16931364693362405,0.018945545918881868
0,frog,2,1875.057607267024,8,success,-0.8999428584183082,0.8381815032742523,0.8354363005791796,0.6551436881973649,-0.20576519172928176
0,frog,3,1860.7984730767162,5,success,-0.6793140706581533,0.5049167569222943,-0.39642539188591863,-0.6208303895692884,0.6135025144221027
0,frog,4,2151.739202822301,9,success,-0.044354893464340295,0.7147982170911571,-0.46709510681612176,0.34444644520212564,0.8611252134815262
0,frog,5,-275.0,0,starvation,-0.16724125941861656,-0.4849897354087964,-0.7116697476471778,0.2752000923395199,0.7265472601712688
0,frog,6,1662.0511707578953,5,success,-0.8528701708099986,0.3282512442910348,0.6687105622032896,0.527622169937844,0.7298663605924587
0,frog,7,-442.65,2,wall,0.844118448219886,-0.8986226922593561,0.4833837332247124,0.7162261894914348,0.7022704428860316
0,frog,8,188.2796658841021,6,wall,0.4438490626393712,0.4647317028688851,-0.7592027042379526,-0.1017365770720049,-0.26313096564168315
0,frog,9,-239.5,4,wall,0.7170049554306817,0.18853947004710792,-0.22116704126902298,-0.5891046153296629,-0.8795368861615387
0,frog,10,-349.0,1,eaten_by_snake,-0.1979867203925938,0.3122880871102618,0.976205867331501,-0.7335472626266752,0.34478694249228736
0,frog,11,510.05,4,alive,-0.6911440848845452,-0.3605226660016516,0.12372325009138385,-0.8747723618042145,0.5135509796306059
0,frog,12,373.04999999999995,8,wall,-0.07356823625937148,0.46294062275702563,0.6412463743113606,-0.8105933873908622,-0.3160475905820921
0,frog,13,1677.5227940161137,6,success,-0.4920539211429076,0.16139286957880383,-0.6927464382036634,-0.7148330071130062,0.9240798128577714
0,frog,14,106.0,3,starvation,-0.7826925386171173,-0.34715555408121235,0.2742056497042751,0.8841535141159356,-0.6775298979144966
0,frog,15,-139.25,3,eaten_by_snake,-0.1712115722753178,0.5042928390011268,0.6369109036875342,-0.06422913378283757,-0.2309531664180562
0,frog,16,-544.6,1,wall,0.23390320624239336,-0.24395005686419435,0.8561494277108461,0.04050292522872989,0.9416035442240307
0,frog,17,-546.7,1,wall,0.7217078621870405,-0.5614993212440214,0.16705882234799208,0.0844325890342994,-0.32793176339421826
0,frog,18,848.7941514923712,5,alive,-0.1124358350525605,0.22870955213451882,0.20763405578708127,-0.7787089535759046,0.8905828536859008
0,frog,19,-241.39999999999998,2,eaten_by_snake,-0.7609317950247754,0.35001417242071264,0.05494551963595251,-0.8742108707384522,-0.3045824412567417
0,snake,0,300.0,0,wall,-0.15981932894977824,0.34088099897853574,-0.5942459116666627,0.3354341526903304,0.72661100417555
0,snake,1,0.0,0,wall,0.20868549628793054,-0.6595664557766991,0.4675855825607873,-0.4501852099369952,0.8270176816711468
1,frog,0,-528.9,1,wall,0.47918419610332985,-0.6924186437703996,-0.7645428682098565,-0.526653491801933,-0.49713049495603023
1,frog,1,-697.05,0,wall,0.3993528926939274,-0.812986690992068,-0.6500961643305119,-0.3675571934069617,-0.6416038410805203
1,frog,2,-346.45,3,wall,0.9506464664226628,0.8017426540716814,0.8448993192416687,0.986454676638493,-0.02015879431449008
1,frog,3,1866.90117954776,5,success,0.9084552744667069,0.2854817601940407,0.938117036208552,-0.6547534281990848,0.701698492183567
1,frog,4,-687.2,0,wall,0.07451933596695137,-0.08257415534781676,-0.007292158771827317,0.3545574275612895,0.9360059029204
1,frog,5,-233.85000000000002,4,wall,0.28630127284073636,-0.14283803657563698,-0.17512427151637966,0.8349225567103051,-0.6180556394614898
1,frog,6,-696.75,0,wall,0.2600740392241512,-0.3434239122356737,-0.430625769469261,-0.9333854579730303,-0.3306442672967387
1,frog,7,-697.55,0,wall,0.7650048030929002,-0.5045475643360691,-0.9100903252592158,0.5046292838319191,0.03978386525882516
1,frog,8,1945.1336681719354,8,success,-0.3149500250592978,0.3086540030340965,-0.07954213720475245,0.1796448682449887,-0.7116810347629949
1,frog,9,-275.0,0,starvation,-0.4460668235320646,-0.3280117625015502,-0.9306390592914764,-0.9600495444642203,-0.3319365472290732
1,frog,10,159.14999999999998,6,wall,0.12641984655796445,0.6493759870397078,-0.021620941616235623,0.3115936043451015,0.5094473895052938
1,frog,11,158.5,6,wall,0.8688067647295608,0.817841032285415,-0.18604049121809063,0.8907669427176705,0.5222797834948447
1,frog,12,-698.1,0,wall,0.6360148454688515,0.5787894332758394,-0.580125867546065,-0.12326949641595486,0.3066479003042073
1,frog,13,1498.2176571587743,5,success,-0.42062016496596266,0.18993665829542894,-0.3412768852199801,-0.36134328322835896,0.9036778071484843
1,frog,14,-345.55,3,wall,0.5917047581552994,-0.2095628144728685,-0.5611064823666929,0.6635953627153295,0.8722883051734629
1,frog,15,-317.65,1,eaten_by_snake,-0.2015189150528467,-0.3496251196130009,0.09011657760239244,0.3239063485299092,-0.30520656082297837
1,frog,16,1555.3891091531577,12,alive,-0.17310866481954346,-0.08461848294599217,-0.6839511056919905,0.1589218174355318,-0.023355410572600377
1,frog,17,-275.0,0,starvation,-0.6256118305093668,-0.8105369855161861,-0.1858325705191406,0.09804469895638102,-0.4694903534253647
1,frog,18,-318.2,3,wall,0.023645802100426216,-0.23601105751445184,-0.8585831925390182,0.31773117762782555,-0.6857508984292393
1,frog,19,-692.65,0,wall,0.06930121331616745,-0.6979923291985157,0.9933373346060632,0.41206763884741493,-0.9995417386196492
1,snake,0,100.0,0,alive,-0.8682182957115117,0.240616860894298,-0.7976165728814075,0.11558498872312883,-0.09753188800298607
1,snake,1,0.0,0,wall,0.004199570922724272,0.12192463085980854,0.8681392055964579,-0.025015173562338955,0.3653270111167364
2,frog,0,1909.802326119151,5,success,-0.456425606714963,0.9685704398813291,-0.5906529412113193,0.7571039950214269,-0.3372125752197206
2,frog,1,-438.6,2,wall,0.8441167749974325,0.06915404357762722,-0.6958680445833305,0.372703594144262,-0.4599471421986412
2,frog,2,547.3659553826672,7,eaten_by_snake,0.1422756737680244,0.5104763734132147,0.18120433913307776,-0.36683167022295904,-0.48429938370203107
2,frog,3,-480.85,0,eaten_by_snake,-0.6362851717396365,-0.9881066575558044,0.18506281365607302,-0.8750473028459615,0.6254302021499758
2,frog,4,2110.8465009064394,8,success,-0.3938194138697566,0.8651301662639799,-0.26439433842926063,-0.738166320787613,0.36598411110796647
2,frog,5,-275.0,0,starvation,0.8217177324730045,-0.9558800628409092,-0.9497919326936268,0.878440848105116,0.16404858676045264
2,frog,6,1561.5992048937019,6,success,-0.6322225584904226,0.2535226554961634,0.00588898262415638,-0.7675332591719286,0.7528143306733306
2,frog,7,-124.94999999999999,1,starvation,-0.692395248026112,-0.6351487076019988,0.2698865544323197,0.5008453634016816,-0.997387780924119
2,frog,8,-134.75,3,eaten_by_snake,-0.9618929924960689,0.6337556446651766,-0.053977978705945784,0.040634742187495965,-0.7656352910367192
2,frog,9,1008.3499999999999,12,eaten_by_snake,-0.9333584153049572,0.3049428157276006,0.30420972882497566,-0.36517206963384274,-0.7419683096497509
2,frog,10,57.700000000000045,5,wall,0.8216467798540918,0.5191430839733444,-0.2246827542389378,0.1453166466928797,0.6046224960240518
2,frog,11,-337.4,3,wall,0.7509888701014431,0.6169239581114536,0.37647280092962787,0.8331575476802691,-0.44316558333107214
2,frog,12,-14.0,2,starvation,-0.460776152615862,-0.21839398467297766,0.6866564419489589,-0.41701997809143787,0.10731632837732974
2,frog,13,-495.0,0,eaten_by_snake,-0.3306950800282302,-0.7692236487813513,-0.03981430452460044,0.48873175172014327,-0.2898826984611884
2,frog,14,-275.0,0,starvation,-0.14524253379479712,-0.8676121618905794,-0.8321856979813975,0.42688448537984436,-0.10259915624461402
2,frog,15,-681.6,0,wall,0.6967245304274072,-0.5075129679133537,0.5385629817855948,0.792323211697409,-0.22887686312821143
2,frog,16,61.0,5,wall,-0.015966275427313104,0.14916625673558914,0.9857039299603647,0.9310661189727221,0.5142625750238463
2,frog,17,69.79999999999995,5,wall,0.06331404166944998,0.579589322396415,0.7935822562754125,0.6605933816012364,0.27807748904489915
2,frog,18,171.20000000000005,6,wall,0.47714381780363113,0.20873759208448583,0.5843869212527764,0.6431232249178664,0.1622968969915588
2,frog,19,-697.4,0,wall,0.08135247617827979,0.4273324781978587,-0.9503359320573757,0.6883855678698343,-0.36175904387239743
2,snake,0,200.0,0,alive,-0.8916775090365692,-0.1772173900636198,0.134228465997156,-0.4086436913769049,-0.14210743404207782
2,snake,1,300.0,0,alive,-0.8692109168700288,0.5724355552470908,0.9978754163674837,0.8850639773343361,-0.7583761266221603
3,frog,0,-525.95,1,wall,0.10545539461127418,-0.5299650381021495,0.7742644939928653,0.631119001299737,-0.049975894120220854
3,frog,1,202.14999999999998,4,starvation,-0.7602038733405849,0.1285336868349114,-0.09254537799053364,0.3533660079010321,-0.07679105106212436
3,frog,2,1713.2727744356748,14,alive,-0.3729760156924691,0.8018138892255651,-0.6400266758851265,-0.6747256361530898,-0.8077374817638963
3,frog,3,194.5,4,starvation,-0.26576845540766514,0.21307139273877573,0.1399752528614724,-0.9073088858249505,0.26006043289718095
3,frog,4,-238.85000000000002,4,wall,0.5279434764150905,0.9686072077392804,0.17251577931901796,-0.013500432014614816,0.44460089428651073
3,frog,5,-544.7,1,wall,0.1405826294101622,0.2115125321818938,0.5956080142862883,0.25850238553274396,-0.7835370537851694
3,frog,6,1065.509874232397,7,alive,-0.9505838049759117,0.07286873897848123,-0.10602939826786106,0.7919154180529451,-0.8661362768475918
3,frog,7,-540.45,1,wall,0.9029304055148255,-0.16516978503675817,-0.34047404744781495,-0.7054140293936724,0.18195833957078889
3,frog,8,62.89999999999998,5,wall,0.3143736764035576,0.6881997294739846,0.42503164456903986,0.8501652795465546,-0.5081126140834971
3,frog,9,112.43682064054849,5,wall,0.8586691319883666,0.3196906538065838,0.4147598809337394,-0.6869493177250297,-0.4511314037129779
3,frog,10,-234.64999999999998,4,wall,0.12673900284105621,0.2954174012783515,-0.37024951511245296,0.07777691444093526,-0.5075362351525272
3,frog,11,-695.15,0,wall,0.7038110425949309,-0.7741734445278619,0.4413026099735933,-0.29062980774841973,-0.26661580838494614
3,frog,12,-275.0,0,starvation,-0.303592837574455,-0.7484851360651916,-0.48075687545057466,-0.5699993345991736,0.49109533228072344
3,frog,13,1028.4122866743783,7,alive,-0.8275680370242848,0.5845650696332978,0.3411949200583533,-0.34503120177071467,-0.6098160816414557
3,frog,14,-13.899999999999977,2,starvation,-0.8238767902553137,-0.6264391375615621,0.42641824781835624,-0.018803275825016952,-0.8464004180004427
3,frog,15,830.6509589090607,5,alive,-0.7951501903652669,0.23213236366052303,0.5469168319152984,-0.4100831416537194,-0.4706310084346137
3,frog,16,-499.8,0,eaten_by_snake,0.8642815980964562,0.6094182531249812,-0.1820219156314511,0.24285798711294726,-0.9357400962512836
3,frog,17,841.5210771410456,5,alive,-0.6246856470698516,0.06947661928664561,-0.4353611189248283,-0.6804846776614049,-0.4244060663097098
3,frog,18,-142.5,3,eaten_by_snake,0.11881621940552023,-0.2680185450887036,0.2903708783727743,0.4936348712176575,0.7913064505684628
3,frog,19,1752.420966303927,5,success,-0.9201716600854941,0.4106783266025409,-0.586584504889258,0.8711499702264351,0.684159805255069
3,snake,0,0.0,0,wall,0.539088802314039,0.5399494723181575,0.29986591886029723,-0.7936593243759245,-0.5022189165919291
3,snake,1,200.0,0,wall,0.8403395048990436,0.37954799232223646,0.6236886383393674,0.6335525521351661,0.6116462049368572
4,frog,0,-697.9,0,wall,0.10910541869015988,-0.7668147287634395,0.4036852829852813,-0.5111966888810549,-0.4164483543843762
4,frog,1,1835.253936801954,5,success,-0.11394498925615104,0.7449008334774434,0.34112377151186646,0.07838608730456587,0.7893852822696146
4,frog,2,1775.446031357579,5,success,-0.9688725534408795,0.5321225897503534,0.3243863731415819,-0.7152277478689995,0.5577332127894028
4,frog,3,-693.4,0,wall,0.8352108746229985,-0.7378678094652771,-0.6822260536999909,-0.042931389693769306,0.8491702361877016
4,frog,4,-246.8,4,wall,0.33893814972994507,0.9020962266055563,-0.5820428010901901,-0.8877116604222024,0.9157512498299452
4,frog,5,79.58200298940312,5,wall,-0.00334047394883763,0.5863155300067244,-0.4941995958476313,0.11082537234555767,-0.020952821025798762
4,frog,6,-496.2,0,eaten_by_snake,0.48766432875545185,0.7134714935670143,0.7520452079506792,-0.8776601266318045,0.2294901235137743
4,frog,7,-693.85,0,wall,0.25360154340862784,-0.35472699224107296,0.23083212766034178,-0.69042756751666,-0.29731285055989476
4,frog,8,2014.5582700427146,8,success,-0.49765240641690833,0.30284146878145823,-0.6571126108583694,0.814381818701541,0.5754550791661921
4,frog,9,-123.4,1,starvation,-0.7411993418131397,-0.5789956840043913,-0.4588108497374206,-0.13745434324658956,-0.37735054986468963
4,frog,10,-344.55,3,wall,0.18215880175650434,0.930416077409095,-0.9803504616323386,-0.7481427821291307,-0.19623857974003056
4,frog,11,-335.25,3,wall,0.75289224140679,-0.23791042588951772,-0.6141641783377216,0.2809804992597029,0.6025378045031746
4,frog,12,-275.0,0,starvation,-0.0006605720539347715,-0.5472839875369264,-0.2693061561396626,-0.4913066035373326,0.6477730602015999
4,frog,13,-249.95,2,eaten_by_snake,0.5385095876108652,0.307091903403929,-0.573260492769258,0.2640634029859912,0.7184655497352526
4,frog,14,-275.0,0,starvation,-0.7651265101553473,-0.6140308218902304,-0.8104570295545677,0.015473482707915265,0.6925304563080028
4,frog,15,-245.35,2,eaten_by_snake,0.9120288057894952,-0.017497939876493618,0.6274977606305931,-0.534686235274056,0.3341578014395976
4,frog,16,-121.44999999999999,1,starvation,-0.29546961022644735,-0.42882579742926463,-0.11461110323621404,-0.26155256818907313,-0.37001961926474825
4,frog,17,-437.0,2,wall,0.11804097665753632,-0.26191317951600235,-0.4451184367070897,-0.4347402833583984,-0.48916498440286804
4,frog,18,2028.5182731018049,7,success,-0.7984657769165555,0.7768284550692313,0.5464665704048177,0.9161392165138322,0.22880793667027666
4,frog,19,-24.94999999999999,2,starvation,0.11076407584798642,-0.985829394692114,-0.7556650747110694,0.3246353941307827,-0.4392488303342834
4,snake,0,200.0,0,wall,0.5374072677782344,-0.05463720628383517,0.029961258859220408,0.4205026183549092,-0.40434604752564196
4,snake,1,100.0,0,wall,0.6320039125992667,-0.22049448783781544,0.9951372108793948,0.15380096536017107,0.8368332921422552
5,frog,0,-677.75,0,wall,0.12111915961302455,-0.6708930373935904,-0.12260299864924096,-0.7167444738967674,0.7921327167326839
5,frog,1,-698.1,0,wall,0.9552978822959484,0.939385574092771,-0.17729233265157562,-0.18378702315259154,-0.6843952384101692
5,frog,2,-442.35,2,wall,0.4741248767761863,-0.5260096000740606,0.9466982175602068,-0.6843899082577185,-0.21876795852023867
5,frog,3,910.05,6,alive,-0.8237605054425705,0.11427251080891443,0.7877472045662044,0.5353441709589575,0.14794923613897004
5,frog,4,1833.9938680578666,5,success,0.2711784170747027,0.6262746535666472,-0.47496267935381886,-0.10239324596971677,0.591863358928483
5,frog,5,-123.35,1,starvation,-0.9598172436573722,-0.21113126393659498,0.30290655813955825,-0.3177674919019551,0.8602537476935654
5,frog,6,1610.05,13,alive,-0.6241655808949784,0.04120946553140303,0.6881669893777957,-0.8806162940258921,-0.8030528848212886
5,frog,7,2023.2113229514482,7,success,-0.5892858478805176,0.7293751825006827,0.3927509201985715,0.6817955846210357,0.38316539028488705
5,frog,8,1959.9099858670809,8,success,-0.6776185196823685,0.7183797573358304,-0.4376889519894589,-0.06658764473348766,0.4806999750169647
5,frog,9,-243.39999999999998,4,wall,0.9931123559117636,0.6320205853597813,0.9898534702918036,-0.8560339983545111,-0.47249593315618554
5,frog,10,1726.2982847864823,5,success,-0.5770044805124364,0.9767204387653667,-0.18929415836986108,0.5567550914530146,0.8487096251272885
5,frog,11,1210.05,9,alive,-0.9853780957338112,0.41134873847881637,-0.8717492395300495,0.044436369007254894,-0.05086231636555638
5,frog,12,-275.0,0,starvation,0.3007051038664481,-0.771546798963789,-0.14167434664397938,-0.5142463653427334,0.45105429472780867
5,frog,13,-120.65,1,starvation,-0.30139636169931694,-0.8697304614217107,0.43879449644679314,-0.6117398771565878,0.4474735691020453
5,frog,14,1858.6001450420772,5,success,-0.4558118543008749,0.6727436135555074,-0.6215154939904426,-0.3761277491732009,-0.07348562337667497
5,frog,15,-275.0,0,starvation,-0.5660602197864868,-0.561843830011518,0.047433086753216225,-0.9147994153101935,0.7722000051055828
5,frog,16,91.35000000000002,3,starvation,-0.660539360818422,0.04279867591115982,-0.7598174580385866,-0.6777956714438864,0.5278178868059462
5,frog,17,-532.25,1,wall,0.30107572227422863,0.12434436945284277,0.6003602145789793,-0.7569109176943363,0.5723094589763573
5,frog,18,-24.94999999999999,2,starvation,-0.5939427690608319,-0.6765866284545414,0.2505441370542161,0.7266149126321471,-0.013355122328367663
5,frog,19,-307.25,3,wall,-0.03390808888184549,0.02128393795256045,0.9372759870944405,-0.4342986025792548,-0.5675402687917313
5,snake,0,0.0,0,wall,0.24044629969519438,0.2904929791160469,0.7024695327191732,-0.5646281777140802,0.7600604418138379
5,snake,1,0.0,0,wall,0.5332543431513554,-0.7368248262934152,0.7652730311401676,-0.8963612804582637,-0.09355129016437824
6,frog,0,169.95000000000005,6,wall,0.2370282646009525,0.974082510526777,0.5069712215269748,0.9745859775133956,0.7414418851666289
6,frog,1,-425.65,2,wall,0.8686763039409693,-0.4382510917944922,-0.5258873371826742,0.4794686088373581,-0.5726778742220839
6,frog,2,-697.6,0,wall,0.5755016561322075,0.5018697684729132,0.16419666935274035,0.988049761255398,-0.7047765925343996
6,frog,3,-345.55,3,wall,0.11659097357268688,0.3549700771132367,-0.0632677693400645,-0.3735795346030877,-0.9260496617160572
6,frog,4,-343.95,3,wall,0.948563358432972,0.3901941664997901,0.9732888661686685,0.034722195250065147,0.43999314128923084
6,frog,5,-324.3,3,wall,0.5986349609169388,-0.23336095383167255,-0.9395411095889619,0.7926399997360714,0.6422720069877477
6,frog,6,-547.4,1,wall,0.974591143451025,-0.6105405715897245,-0.8120139189249858,0.16010083261303598,-0.7796854957751356
6,frog,7,-275.0,0,starvation,-0.4184208330318109,-0.7727709123576556,-0.990096719872186,0.6353774525901357,0.3576668464526038
6,frog,8,-485.1,0,eaten_by_snake,0.6464035410273103,-0.6679319376814175,-0.5743748613687509,-0.9403520389636904,-0.7566339130557125
6,frog,9,-275.0,0,starvation,-0.17300028603105955,-0.5788662443942876,-0.3970516176099015,0.3371694082951664,0.04782487321186224
6,frog,10,-687.15,0,wall,0.865214080658415,-0.47358238751221027,0.3018281689667355,0.22693966177022706,0.7940882124957547
6,frog,11,-538.35,1,wall,0.5308283510603322,-0.14184099666686323,-0.8906682170445854,0.04636977132929743,-0.9479835426957826
6,frog,12,-698.35,0,wall,-0.033163543304773,-0.36772180494267714,-0.528174376985834,-0.5205686878426234,0.3995682508544611
6,frog,13,-275.0,0,starvation,-0.7776333473462809,-0.8820417753710308,0.8486673433513932,0.7427364996883474,0.6955385620531276
6,frog,14,-341.8,3,wall,0.3106708086275931,0.18401284162987874,-0.37936042477602716,-0.5454968224725145,0.048729453167800196
6,frog,15,-539.2,1,wall,0.7708133337880483,-0.45921749185030736,0.2599726722792042,-0.5745031394402975,0.9574999982329802
6,frog,16,90.29340894806126,5,wall,0.7361236766932786,0.7347334711375486,0.44836080088590746,-0.9021708524253558,0.9400982868385717
6,frog,17,-696.8,0,wall,0.014514522446247513,-0.24233912241124567,-0.11067875132609961,-0.3511764208046837,-0.5816155723737231
6,frog,18,267.70000000000005,7,wall,0.7188429875346067,0.9463250662951601,-0.20546579231517303,-0.10858932645914621,0.43863953861077465
6,frog,19,1907.3346899923106,8,success,-0.9449950054277871,0.06296869955127504,0.9105833434500126,-0.757315687593372,0.800337481251959
6,snake,0,0.0,0,wall,0.7870747637391626,-0.3692644100245237,-0.6462838919774034,0.6454776928417214,-0.6434261911139081
6,snake,1,100.0,0,alive,-0.9462752902586311,0.7437523143228486,-0.8343616771251294,0.797046230383017,0.4472922543991247
7,frog,0,-19.75,2,starvation,-0.7248548881137562,-0.2714960858089479,0.6398173409711132,0.2963020834699648,0.1101107314824823
7,frog,1,-697.65,0,wall,0.5912013809926462,0.10924380918529653,-0.6475230896196886,-0.9386294379281044,-0.6572286471028694
7,frog,2,1777.2100645570695,5,success,-0.3881033114298611,0.6978766603379933,0.48244018025091173,-0.5302606317101592,0.8126511380368351
7,frog,3,-698.6,0,wall,0.6081066050367743,-0.14324194586181638,0.545554975263552,-0.7405370147441714,0.8376170418173032
7,frog,4,-697.05,0,wall,0.9023194234027652,-0.01082826825926353,0.5592745581840601,-0.009030659835728372,0.5973278048373798
7,frog,5,-697.2,0,wall,0.10065134908571305,-0.5847608927609147,-0.1837879845054895,0.6301602575060106,0.33959750332472116
7,frog,6,-543.75,1,wall,0.09835963249083202,0.20043366188509149,0.19002039947685145,-0.9070132406406342,-0.9774876067934899
7,frog,7,1310.05,10,alive,-0.41983416320246425,0.04826624100500965,0.5794976967952221,0.8716397268473393,-0.903170457638665
7,frog,8,-20.149999999999977,2,starvation,-0.9139173279022375,-0.30448852518843883,0.5934281164934025,-0.4764068032178732,0.9880457358222514
7,frog,9,2121.787634152246,10,success,-0.8352682493578043,-0.027419710254764196,0.581041062822309,0.35217531798706303,0.21595419540432848
7,frog,10,-547.35,1,wall,0.41005637095106295,0.3031901423957928,-0.21165161083768336,-0.14109720476481757,-0.22415698251823724
7,frog,11,-697.4,0,wall,0.489089610696793,-0.7223108440892159,-0.46243021142964524,0.4414459257373444,0.30570836462975604
7,frog,12,1516.7707086098835,12,alive,-0.7330945832539495,0.5885812861708042,-0.5097912508262816,-0.7410595621284157,-0.5628105053738537
7,frog,13,-275.0,0,starvation,-0.10369376615253034,-0.8399544829476466,-0.5443532400632694,0.7722035504126477,-0.05276746754430084
7,frog,14,-10.199999999999989,2,starvation,-0.7521068174876735,-0.5115868070707539,-0.9379574764550178,0.747387177867364,0.9087854352261238
7,frog,15,1258.4444016980995,9,alive,-0.7587829190590001,0.06963228083610096,0.4504212536803587,-0.3405501522182708,-0.47150779966205514
7,frog,16,2163.1747670145633,8,success,-0.4614497639990043,0.6819101121214206,-0.9184986952954082,0.590569630208637,-0.3071099960539365
7,frog,17,1761.8913492491308,5,success,-0.2715817473790385,0.37816580333601424,0.559813977687845,-0.8176062351615794,0.7152222142204301
7,frog,18,1795.515863238459,9,success,-0.7835666356639437,0.27265635164953106,-0.7739179369267242,0.23673916424835695,0.2751626096713382
7,frog,19,-543.05,1,wall,0.5896469604839851,-0.9122855469094713,-0.8954186577338885,-0.08011101399247966,0.30214753531028316
7,snake,0,0.0,0,alive,-0.7840992697793747,0.7367638457409431,0.7758774262105803,0.2796749184737821,-0.47115546579969014
7,snake,1,0.0,0,wall,0.8703245252002902,-0.7509032127595201,0.12009748164844436,0.48601320089273514,0.44414902922681154
8,frog,0,160.79999999999995,6,wall,0.30111820782153886,0.5799000776569931,-0.4062119164125986,0.7078426538276579,0.5569246601458562
8,frog,1,-117.80000000000001,1,starvation,-0.36485567453186696,0.247658812255942,0.3528701201213176,-0.13226937896360758,0.5057067500080459
8,frog,2,-688.0,0,wall,0.9769768232776963,-0.9534274179950251,0.9208174121049635,-0.7791257874745949,0.5597888687586026
8,frog,3,-242.39999999999998,4,wall,0.713353154642941,0.9761727837689562,-0.5992101606784124,-0.7295984096265076,0.3195340368879065
8,frog,4,2018.5253807850236,11,success,-0.4146720361898655,0.3339487575065567,-0.4205787978649329,-0.3606256300849928,-0.09886338342592649
8,frog,5,1126.9849696451454,8,alive,-0.7292888224960317,0.7732752788247332,0.389961703670773,0.4872301033303459,-0.29943362033483356
8,frog,6,-14.75,2,starvation,-0.8172223495302884,0.09637687364733827,0.600589971700237,-0.7146472899081915,-0.2837980147799486
8,frog,7,943.3555868227021,6,alive,-0.6259528856149434,-0.160851908333288,-0.9387043895612726,-0.02186682887330238,-0.12058918215433079
8,frog,8,-445.0,2,wall,0.275290240914392,0.91337850165174,-0.19738342268090414,-0.12062280658575775,-0.2829111772279147
8,frog,9,-348.35,3,wall,0.5311596457832579,-0.8535136571561064,0.7509141687048624,-0.44132225776653256,-0.8946864469221463
8,frog,10,1010.05,7,alive,-0.36084993331002924,0.2944962155215596,0.7591335272728106,-0.5795832938204004,-0.8467766795086211
8,frog,11,1806.400530130556,7,success,-0.19307365569283608,0.8089619157265886,0.8202217178432212,-0.7752776440254712,0.26836491537537865
8,frog,12,80.10000000000002,3,starvation,-0.25041410049602786,-0.3306261058900095,0.6066600068890498,-0.8407121101946067,0.9894782238662732
8,frog,13,80.64999999999998,3,starvation,-0.06139994927757497,-0.8201682034939157,0.6902559369863228,-0.6549130785369459,-0.03151143426704062
8,frog,14,-343.2,3,wall,0.6947516124306137,0.6970549004479447,0.131197951269042,-0.8070077974373646,-0.04858216684713801
8,frog,15,-693.85,0,wall,-0.4314670358274779,-0.5302119062955626,0.35944277938604774,0.008373206629630037,-0.6738067450581926
8,frog,16,-340.35,3,wall,0.9817047570107293,0.5618349985790025,0.8808239493877834,-0.1432164657220545,0.20581504009801344
8,frog,17,1783.1311492512116,5,success,-0.6834206653486674,0.4765752035565958,-0.895061670408184,-0.2658210890997388,-0.5378040850489003
8,frog,18,100.44999999999999,3,starvation,-0.9206304110019821,-0.1573284293465278,0.7889419990082989,-0.010981832101051303,0.2544905972920304
8,frog,19,-434.4,2,wall,0.4402733635042011,-0.414155956457263,-0.39147200301731067,0.6109165384005892,0.3653827775629863
8,snake,0,0.0,0,wall,-0.3764157892971727,-0.6966479817433981,-0.8287417767264773,0.15253038399823748,-0.04807580122504285
8,snake,1,0.0,0,wall,0.34591307204772126,-0.5839328206826313,0.6938658530423352,0.5624512906013697,0.7837184665498163
9,frog,0,301.52936540585654,7,wall,0.6505010986015294,0.7342513715062844,-0.3526801061164835,0.8356253215086573,-0.17402568118158146
9,frog,1,1878.4019044096842,6,success,-0.364761855835533,0.763456778802774,-0.993990730494205,-0.9621148946014244,-0.047195542568445825
9,frog,2,-695.0,0,wall,0.5617592733256815,-0.5519725820895478,-0.28887103239372225,0.4377055687610738,-0.938883038868539
